raw_character_text,spoken_words
Bart Simpson,I bet it's worth a million bucks!
Dealer,"It is, my lad. But I'll let you have it for a hundred because you remind me of me."
Bart Simpson,All I got is thirty.
Dealer,Then you cannot have it.
Bart Simpson,"But I must. Until this moment, I never knew why God put me on this earth, but now I know... to buy that comic book."
Dealer,"Your emotion is out of place here, son."
,
Marge Simpson,"So, did you kids have fun?"
Lisa Simpson,"Yeah, Mom! Guess what? For a dollar a man sold me thirty-five Caspers and a dozen Lois Lanes."
Marge Simpson,Ohhh.
Homer Simpson,I never knew what Superman saw in her. Give me Wonder Woman! And that golden lariat. She can tie me up any time.
Marge Simpson,Homer!
Homer Simpson,"I was just kidding, Marge. Hey, what does everyone say to dinner at Krusty Burger? My treat!"
Bart Simpson,"All right, Homer. Whoa, you really are a sport, Dad, taking us out to a fine restaurant like Krusty Burger!"
Homer Simpson,"All right, what are you getting at?"
Bart Simpson,I need a hundred dollars for a comic book.
Homer Simpson,"A hundred bucks?! For a comic book? Who drew it, Micha-ma-langelo?"
Bart Simpson,"Oh please, Dad. I want this more than anything in the world."
Homer Simpson,"Well, t.s."
,
Bart Simpson,Please Dad.
Homer Simpson,No.
Bart Simpson,Please Dad.
Homer Simpson,No.
Bart Simpson,Please Dad.
Homer Simpson,No.
Bart Simpson,Please Dad.
Homer Simpson,No.
Bart Simpson,Please Dad.
Homer Simpson,No.
Bart Simpson,Please Dad.
Homer Simpson,No.
Bart Simpson,Please Dad.
Homer Simpson,No.
Bart Simpson,Please Dad.
Homer Simpson,"No! Now, look, son, we all know that usually when you bug me like this, I give in, so I'm not mad at you for trying. It shows you've been paying attention. But we all know I'm not gonna give you a hundred dollars. Now are you gonna stop bugging me?"
Bart Simpson,No.
Homer Simpson,Are you?
Bart Simpson,No.
Homer Simpson,Are you?
Bart Simpson,No.
Homer Simpson,Are you?
Bart Simpson,No.
Homer Simpson,Are you?
Bart Simpson,No.
Homer Simpson,Are you?
Bart Simpson,No.
Homer Simpson,Are you?
Bart Simpson,No.
Homer Simpson,Are you?
Bart Simpson,No.
Homer Simpson,Are you?
Bart Simpson,No.
Homer Simpson,Are you?
Bart Simpson,No.
Homer Simpson,Are you?
Bart Simpson,Okay.
Homer Simpson,"Hee hee, I win! In your face! Yeah! How do you like them apples? Woo hoo hoo!"
Marge Simpson,"Don't gloat, Homer. You know, Bart, when I was your age, the one thing I wanted more than anything in the world was a Child-sized Electric Lightbulb Oven. My parents wouldn't give me the money, so I went to my sisters, Patty and Selma..."
,
Young Patty,We'll give you half our allowance.
Young Selma,Uh-huh. But you have to be our slave.
Young Patty,This gives us a lot more free time.
Young Selma,Uh-huh. Let's take up smoking.
Marge Simpson,"For months, I worked and worked, while my sisters smoked and smoked..."
Older Patty,"Venus... Oh, Venus..."
Older Selma,We want those dress-shields hand-washed and drip-dried.
Nelson Muntz,Haw haw!
Mrs. Glick,Here we are.
Marge Simpson,"But the big day finally came. And because I'd worked for it, all those lightbulb-warmed treats always tasted extra-good."
,
Marge Simpson,So maybe a part-time job is the answer.
Bart Simpson,"Aw, Mom, I couldn't ask you to do that. You're already taking care of Maggie, and Lisa is such a handful --"
Lisa Simpson,"She means you should get a job, stupid."
Bart Simpson,Me?
Adult Narrator,"Get a job! Were they serious? I didn't realize it at the time, but a little piece of my childhood had slipped away... forever."
Homer Simpson,Bart! What are you staring at?
Bart Simpson,Uh... nothing.
Adult Narrator,"He didn't say it, and neither did I, but at that moment my dad and I were closer than we ever..."
Homer Simpson,Bart! Stop it!
Bart Simpson,Sorry.
,
Bart Simpson,I NEED SOME MONEY / A LOT OF MONEY... AHH
Bart Simpson,Empty bottles... empty bottles...
Bart Simpson,"Hm... well, it's practically empty."
,
Bart Simpson,"Here you go, Apu."
Apu Nahasapeemapetilon,"Ooh, very good. Would you like the deposit defrayed from the cost of a Jumbo Cherry Squishie?"
Bart Simpson,"No, not today. I need the dime."
Apu Nahasapeemapetilon,"Oh, it is good to see you are learning a trade."
,
Bart Simpson,Ah-ha!
,
Bart Simpson,"Americanize this, my good man."
Teller,Okey dokey.
Bart Simpson,All those coins were only worth three lousy cents?
Teller,Let the good times roll.
,
Bart Simpson,"Oh, this is so humiliating... I feel like such a geek."
Lisa Simpson,"How's it going, Bart?"
Bart Simpson,"Terrible. Cars slow down to laugh at me, but no one's buying."
Lisa Simpson,Maybe you need to play on their sympathies more. Lets see...
Lisa Simpson,"Ah ha, now you look pathetic."
Bart Simpson,Lemonade sucks. I need a new product. Let's see... ... Ah!
Bart Simpson,"Form a line, no crowding. Cheap beer and a sympathetic ear... Step right up."
Barney Gumble,"Ah, Bart could you give me one on credit? I'm a little short this week."
Bart Simpson,Beat it.
Eddie,"Say, uh, you got a liquor license there, young fella?"
Bart Simpson,"Ugh, my dog ate it."
Lou,Gotta have a license to sell beer.
Bart Simpson,Say... writing all those tickets must make you guys thirsty. How about a couple on the house?
Eddie,"We-ell, seeing as how it's a first offense..."
Lou,I guess we can overlook this.
Bart Simpson,"So long, officers. Uh-oh."
Homer Simpson,"Hey, what's all the --"
Homer Simpson,My beer... my beer... my beautiful beer.
,
Marge Simpson,The poor boy is so desperate. He wants to earn money to buy a comic book.
Mrs. Glick,"A comic book! Oh, my, boys never change. Which one is it, ""Nazi Smasher""?"
Marge Simpson,I don't think so.
Mrs. Glick,"Send him over to my house, I got a few chores he could do. He knows how to mix whitewash, don't he?"
,
Bart Simpson,Mrs. Glick?
Mrs. Glick,"Eh, you must be Burt Simpson! Well, you look like you've got a strong young back!"
Mrs. Glick,"Would you like something to eat? I've got dried apricots... almond paste, sauerkraut candy."
Bart Simpson,"No, thanks. Who's that?"
Mrs. Glick,"Oh, that's my brother, Asa. He was killed in the Great War. Held a grenade too long."
,
Asa,"This one's for you Kaiser Bill. Special delivery from Uncle Sam and all the boys in D Company: Yeah! Johnny, Harrison, Brooklyn Bob and Reggie. Yeah, even Reggie. He ain't so stuck-up once you get to know..."
Mrs. Glick,"Here, have some ribbon candy. Boys love candy."
Bart Simpson,"No, thanks."
Mrs. Glick,Boys love candy.
Bart Simpson,"Oh, yes, ma'am!"
Bart Simpson,"Ugh, I think I'd rather just get to work, Ma'am."
Mrs. Glick,"We'll start with a little light yard work. And when you're done, you can have a nice barley pop."
,
Mrs. Glick,I want you to clear out all the weeds. You do know which ones are weeds?
Bart Simpson,All of 'em?
Mrs. Glick,Good boy.
Mrs. Glick,Now be careful with these. I'll be inside watching my stories.
Bart Simpson,Ow!. . .Ow!
Soap Actress,"Jack, please. I'm married."
Soap Actor,That must be what's turning me on.
Soap Actress,Oh... Stop it... some more.
Mrs. Glick,"Filthy, but genuinely arousing."
Bart Simpson,Finished.
Mrs. Glick,"Merciful heavens, you're bleeding! I'll get the iodine."
Mrs. Glick,"Now, don't fidget."
Bart Simpson,"Listen, lady, you don't have to -- YAAAUUUUGGGHHH!"
Mrs. Glick,They've never improved on iodine.
,
Bart Simpson,"Hi, Mom."
Marge Simpson,Did you make any money?
Bart Simpson,"Not yet, but at least I'm in a lot of pain."
Marge Simpson,"Well, I think what you're doing for Mrs. Glick is very nice. The poor old thing doesn't have anybody."
Bart Simpson,There's a reason.
Mrs. Glick,"The sludge certainly collects around those downspouts, don't it?"
Bart Simpson,"I'll sludge you, you old bat."
Mrs. Glick,"Today, we wash Beulah. Do you know what that is?"
Bart Simpson,"Some old lady thing, nobody's heard about for fifty years?"
Mrs. Glick,"No, it was my wedding dress, but then I dyed it black and it became my mourning dress."
Bart Simpson,"Great story, lady."
Bart Simpson,Last night I dreamed I held you in my arms.
Bart Simpson,"No! No, not the iodine! Burn the germs off with a torch, amputate my arm, but not the -- YAAAUUUGGGHHH!"
,
Mrs. Glick,"Well, it's payday. I'll wager you've been looking forward to this."
Chimp,
Mrs. Glick,Two quarters.
Bart Simpson,Two quarters?
Mrs. Glick,"You deserve every penny. You know, I've told a lot of my girlfriends about you and they have chores too."
Bart Simpson,Two quarters!
Mrs. Glick,"Bart, you didn't say thank you."
Bart Simpson,"Listen lady, I can leave without screaming, and I can leave without saying a bad word, but there's no way that I am saying thank you."
Mrs. Glick,"You're welcome. All right then, off you go, to spend it on penny whistles and moon pies."
,
Bart Simpson,"Moon pies, my butt... Somebody oughta moon pie her..."
Homer Simpson,"What's the problem, boy?"
Bart Simpson,"I've been bustin' my hump all week for that withered old clam, and all I got was fifty cents."
Homer Simpson,"Hey, when I was your age, fifty cents was a lot of money."
Bart Simpson,Really?
Homer Simpson,Nah.
Bart Simpson,"Dad, I've done everything I could and I've only got thirty-five bucks. Ugh.. I am through with working. Working is for chumps."
Homer Simpson,"Son, I'm proud of you. I was twice your age before I figured that out."
,
Martin Prince,Can you let me have it for forty dollars?
Dealer,Forty bucks? Forget it! You made me get off my stool for that?
Martin Prince,"It's all I've got. I sold seeds. I visited my aunt in the nursing home. I fished a dime out of the sewer, for God's sake!"
Dealer,No way. What do you want?
Bart Simpson,Can I have it for thirty-five?
Dealer,"No!... No!... Freakin' kids. I do not need this, I've got a Masters degree in folklore and mythology."
Milhouse Van Houten,"Excuse me, do you have the Carl Yastrzemski baseball card from 1973, when he had big sideburns?"
Dealer,"Show me the thirty bucks, because if you ain't got it, I ain't gettin' off the stool."
Bart Simpson,"Wait a minute, Martin. If you, Milhouse and I went in together, we could buy a copy of ""Radioactive Man No. 1"" right now!"
Martin Prince,Wow!
Dealer,"Here you go. ""Muttonchop Yaz."""
Milhouse Van Houten,I don't want it.
Dealer,Freakin' kids!
Bart Simpson,"Look, pal. We've got a hundred bucks and we'd like to buy ""Radioactive Man No. 1"". So why don't you just waddle over there and get it."
Dealer,Yes sir.
Bart Simpson,"Wow! Breathe it in, boys!"
Martin Prince,This is the stuff dreams are made of.
Milhouse Van Houten,It smells like my grandpa.
Bart Simpson,"Uh-oh, looks like rain. We better get this baby home."
Bart Simpson,Uh-oh.
Dealer,Looks like you bought more than you bargained for.
,
Radioactive Man,My pants... caught on barbed wire... Good Lord Choke... an A-bomb!
Radioactive Man,Yaarrgh!
Radioactive Man,"I'm becoming radioactive. From this day forward, I shall call myself Radioactive Man."
Milhouse Van Houten,So that's how it happened!
Martin Prince,I would've thought being hit by an atomic bomb would have killed him.
Bart Simpson,Now you know better.
Milhouse Van Houten,"Turn the page, Bart."
Bart Simpson,"Listen, you guys are welcome to come over and read it any time you like."
Milhouse Van Houten,Why can't we keep it at my house?
Bart Simpson,Your house? That's crazy talk!
Milhouse Van Houten,"Well, the comic's ours as much as it is yours."
Martin Prince,"How about this, guys. Bart can have it Mondays and Thursdays. Milhouse will get it Tuesdays and Fridays. And yours truly will take it Wednesdays and Saturdays."
Bart Simpson,Perfect.
Milhouse Van Houten,Wait a minute. What about Sunday?
Bart Simpson,Yeah. What about Sunday?
Martin Prince,"Well, Sunday possession will be determined by a random number generator. I will take the digits one through three. Milhouse will have four through six. And Bart will have seven through nine."
Bart Simpson,Perfect.
Milhouse Van Houten,Wait a minute. What about zero?
Bart Simpson,Yeah! What about zero?
Milhouse Van Houten,Yeah.
Martin Prince,"Well, in the unlikely event of a zero, possession will be determined by ""Rock, Scissor, Paper"" competition. Best three out of five, how's that?"
Martin Prince,"Excellent! Well, today being Saturday, Gentlemen, I guess I'll be taking my comic and..."
Bart Simpson,"Uh, uh, uh, ah nice try, Martin. It almost worked. But tonight, this comic book stays right here."
Martin Prince,"If the comic book stays right here, then so do I."
Milhouse Van Houten,Me too!
Bart Simpson,"Fine. We're all going to stay here with the comic book. It'll be like a sleep-over. Yeah, a sleep-over. That's what pals do, right? Real friendly-like."
Milhouse Van Houten,I want to read it again.
Bart Simpson,"Nice try, mister."
Martin Prince,"Milhouse, the acids in your hands could damage the newsprint. We want to keep this comic forever, so the last one alive will have the honor of being buried with it."
